.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Fast?,gender,age,
0,0,0,253,1,['k'],['d'],N,,,Female,21,
0,1,1,337,1,['k'],['k'],Y,,,Female,21,
0,2,2,222,1,['k'],['d'],N,,,Female,21,
0,3,3,299,1,['d'],['d'],Y,,,Female,21,
0,4,4,214,1,['d'],['d'],Y,,,Female,21,
0,5,5,483,1,['d'],['k'],N,,,Female,21,
0,6,6,207,1,['k'],['d'],N,,,Female,21,
0,7,7,60,1,['d'],['d'],Y,,,Female,21,
0,8,8,96,1,['d'],['d'],Y,,,Female,21,
0,9,9,129,1,['k'],['d'],N,,,Female,21,
0,10,10,183,1,['k'],['d'],N,,,Female,21,
0,11,11,166,1,['k'],['d'],N,,,Female,21,
0,12,12,327,1,['k'],['k'],Y,,,Female,21,
0,13,13,407,1,['d'],['k'],N,,,Female,21,
0,14,14,452,1,['k'],['k'],Y,,,Female,21,
0,15,15,150,1,['d'],['d'],Y,,,Female,21,
0,16,16,462,1,['d'],['k'],N,,,Female,21,
0,17,17,328,1,['d'],['k'],N,,,Female,21,
0,18,18,74,1,['d'],['d'],Y,,,Female,21,
0,19,19,19,1,['d'],['d'],Y,,,Female,21,
0,20,20,403,1,['d'],['k'],N,,,Female,21,
0,21,21,521,1,['k'],['k'],Y,,,Female,21,
0,22,22,67,1,['d'],['d'],Y,,,Female,21,
0,23,23,268,1,['d'],['d'],Y,,,Female,21,
0,24,24,32,1,['d'],['d'],Y,,,Female,21,
0,25,25,71,1,['d'],['d'],Y,,,Female,21,
0,26,26,531,1,['k'],['k'],Y,,,Female,21,
0,27,27,357,1,['k'],['k'],Y,,,Female,21,
0,28,28,559,1,['k'],['k'],Y,,,Female,21,
0,29,29,351,1,['k'],['k'],Y,,,Female,21,
0,30,30,114,1,['d'],['d'],Y,,,Female,21,
0,31,31,306,1,['k'],['k'],Y,,,Female,21,
0,32,32,153,1,['d'],['d'],Y,,,Female,21,
0,33,33,570,1,['k'],['k'],Y,,,Female,21,
0,34,34,383,1,['k'],['k'],Y,,,Female,21,
0,35,35,301,1,['k'],['k'],Y,,,Female,21,
0,36,36,106,1,['d'],['d'],Y,,,Female,21,
0,37,37,202,1,['d'],['d'],Y,,,Female,21,
0,38,38,15,1,['d'],['d'],Y,,,Female,21,
